t,h10,h18
1641,90073.38833333332,101342.135
1642,89916.88833333332,101307.395
1643,89972.03833333333,101344.855
1644,89993.40833333333,101393.515
1645,89958.49833333332,101429.175
1646,89984.56833333333,101487.355
1647,89931.61833333333,101521.985
1648,89876.54833333332,101501.145
1649,89780.07833333332,101462.905
1650,89760.76833333333,101422.345
1651,89639.27833333334,101445.895
1652,89603.44833333333,101483.505
1653,89429.94833333333,101408.665
1654,89388.92833333333,101420.295
1655,89367.59833333333,101435.835
1656,89460.56833333333,101388.815
1657,89484.05833333333,101424.305
1658,89505.36833333333,101384.705
1659,89503.23833333333,101389.135
1660,89675.85833333332,101280.375
1661,89627.53833333333,101222.745
1662,89642.11833333333,101169.495
1663,89646.22833333333,101245.345
1664,89697.84833333333,101271.425
1665,89729.72833333333,101246.295
1666,89761.32833333332,101231.195
1667,89766.84833333333,101209.195
1668,89769.00833333333,101181.535
1669,89747.86833333333,101253.055
1670,89747.70833333333,101268.745
1671,89694.88833333332,101323.355
1672,89717.10833333332,101346.935
1673,89777.32833333332,101388.875
1674,89875.47833333333,101389.475
1675,89886.80833333333,101445.015
1676,89837.95833333333,101446.275
1677,89716.06833333333,101381.385
1678,89726.33833333333,101421.885
1679,89748.34833333333,101392.935
1680,89636.90833333333,101664.275
1681,89715.28833333333,101795.675
1682,89781.48833333333,101806.565
1683,89932.00833333333,101890.495
1684,89979.89833333333,101819.415
1685,89954.68833333332,101863.585
1686,89883.34833333333,101915.565
1687,89869.59833333333,101882.395
1688,89877.32833333332,101907.815
1689,89882.78833333333,101903.285
1690,89896.02833333334,101834.025
1691,89948.90833333333,101786.455
1692,89986.20833333333,101674.865
1693,89937.03833333333,101575.515
1694,89878.74833333332,101551.575
1695,89896.85833333332,101471.215
1696,89834.67833333333,101435.365
1697,89934.97833333333,101428.875
1698,89953.22833333333,101369.875
1699,89901.65833333333,101414.535
1700,89747.84833333333,101527.425
1701,89692.95833333333,101518.535
1702,89766.77833333334,101480.865
1703,89870.94833333333,101439.055
1704,89886.42833333333,101491.695
1705,89887.93833333332,101421.365
1706,89839.23833333333,101453.695
1707,89731.29833333332,101560.635
1708,89852.67833333333,101568.095
1709,89825.78833333333,101585.795
1710,89890.12833333333,101526.195
1711,89964.20833333333,101457.145
1712,89980.77833333334,101470.525
1713,89939.81833333333,101464.165
1714,90011.35833333332,101516.285
1715,90032.12833333333,101570.455
1716,90097.86833333333,101535.095
1717,90004.46833333332,101544.825
1718,89952.54833333332,101549.335
1719,89954.90833333333,101536.455
1720,89955.21833333332,101585.485
1721,89942.50833333333,101578.995
1722,89847.87833333333,101617.085
1723,89818.79833333332,101537.565
1724,89819.56833333333,101467.335
1725,89878.57833333332,101401.585
1726,89984.99833333332,101336.155
1727,90074.66833333333,101406.865
1728,90016.22833333333,101428.195
1729,89965.36833333333,101380.335
1730,90013.65833333333,101324.065
1731,90002.56833333333,101191.475
1732,90025.71833333332,101089.595
1733,90082.75833333333,101027.585
1734,90118.53833333333,101037.415
1735,90028.59833333333,101028.205
1736,90051.89833333333,101116.585
1737,90083.43833333332,101133.485
1738,90058.92833333333,101208.075
1739,90037.33833333333,101350.375
1740,89973.07833333332,101385.155
1741,89949.63833333332,101363.745
1742,89948.24833333332,101298.265
1743,90112.78833333333,101321.885
1744,90217.21833333332,101441.055
1745,90187.40833333333,101537.445
1746,90281.36833333333,101595.805
1747,90367.28833333333,101676.845
1748,90410.68833333332,101679.045
1749,90350.72833333333,101705.135
1750,90349.53833333333,101691.025
1751,90338.08833333333,101711.755
1752,90415.69833333333,101725.355
1753,90446.81833333333,101744.405
1754,90441.87833333333,101697.785
1755,90411.16833333333,101691.295
1756,90244.78833333333,101651.365
1757,90204.94833333333,101702.935
1758,90214.87833333333,101736.845
1759,90195.27833333334,101710.855
1760,90184.30833333333,101757.085
1761,90021.08833333333,101679.195
1762,89927.84833333333,101703.265
1763,89949.83833333333,101728.915
1764,89937.32833333332,101750.635
1765,89859.12833333333,101775.325
1766,89876.36833333333,101815.735
1767,89882.38833333332,101827.575
1768,89909.98833333333,101803.345
1769,89876.61833333333,101779.495
1770,89944.08833333333,101793.285
1771,89962.54833333332,101691.955
1772,89952.32833333332,101550.985
1773,89844.13833333332,101423.875
1774,89807.23833333333,101499.175
1775,89710.65833333333,101626.245
1776,89706.26833333333,101715.445
1777,89715.80833333333,101638.005
1778,89724.45833333333,101610.565
1779,89764.73833333333,101654.795
1780,89761.37833333333,101649.425
1781,89675.85833333332,101590.965
1782,89681.75833333333,101565.535
1783,89716.63833333332,101503.625
1784,89744.11833333333,101549.425
1785,89845.72833333333,101606.755
1786,89953.86833333333,101580.705
1787,90026.44833333333,101621.935
1788,90012.05833333333,101566.315
1789,90070.03833333333,101494.845
1790,90135.83833333333,101438.415
1791,90143.88833333332,101416.005
1792,90133.22833333333,101420.025
1793,90191.25833333333,101411.325
1794,90101.61833333333,101445.395
1795,90082.40833333333,101546.405
1796,89926.97833333333,101617.535
1797,89899.75833333333,101550.675
1798,89883.29833333332,101541.975
1799,89917.28833333333,101534.315
1800,90506.28166666668,101502.95166666668
1801,90393.68166666667,101478.18166666667
1802,90456.93166666667,101503.85166666667
1803,90567.35166666667,101462.23166666667
1804,90671.08166666667,101482.28166666668
1805,90677.47166666666,101468.26166666667
1806,90751.07166666667,101510.04166666667
1807,90900.23166666667,101599.11166666668
1808,90912.49166666667,101687.02166666667
1809,90891.11166666668,101668.34166666667
1810,90899.36166666668,101635.26166666667
1811,90853.72166666666,101619.32166666667
1812,90938.41166666667,101610.71166666667
1813,90907.88166666667,101546.78166666668
1814,90835.28166666668,101667.96166666667
1815,90867.02166666667,101678.35166666667
1816,90781.65166666667,101716.08166666667
1817,90696.08166666667,101641.02166666667
1818,90692.81166666668,101621.73166666667
1819,90658.71166666667,101712.93166666667
1820,90740.77166666667,101707.89166666668
1821,90698.27166666667,101660.28166666668
1822,90654.92166666668,101676.27166666667
1823,90597.19166666667,101730.24166666667
1824,90650.27166666667,101803.24166666667
1825,90597.22166666666,101831.04166666667
1826,90555.59166666667,101805.75166666668
1827,90539.23166666667,101867.40166666667
1828,90564.42166666668,101838.81166666668
1829,90570.78166666668,101823.22166666666
1830,90603.78166666668,101841.03166666668
1831,90529.10166666667,101839.93166666667
1832,90543.87166666667,101793.66166666667
1833,90550.55166666667,101730.85166666667
1834,90648.20166666668,101795.59166666667
1835,90786.40166666667,101738.89166666668
1836,90773.89166666668,101696.86166666668
1837,90651.78166666668,101704.62166666667
1838,90662.23166666667,101707.52166666667
1839,90577.77166666667,101704.36166666668
1840,90572.75166666668,101667.80166666667
1841,90547.28166666668,101737.19166666667
1842,90495.23166666667,101803.82166666667
1843,90469.53166666668,101785.34166666667
1844,90452.55166666667,101712.53166666668
1845,90495.40166666667,101704.93166666667
1846,90480.95166666668,101751.50166666668
1847,90531.80166666667,101695.90166666667
1848,90483.77166666667,101692.60166666667
1849,90422.17166666668,101716.36166666668
1850,90388.67166666668,101697.37166666667
1851,90376.37166666667,101600.88166666667
1852,90378.75166666668,101656.53166666668
1853,90392.46166666667,101707.14166666668
1854,90357.05166666667,101847.20166666668
1855,90396.43166666667,101909.03166666668
1856,90353.53166666668,102009.21166666667
1857,90337.82166666667,101950.59166666667
1858,90327.77166666667,101963.36166666668
1859,90304.26166666667,101953.33166666667
1860,90326.58166666667,101993.46166666667
1861,90336.71166666667,101905.94166666667
1862,90425.55166666667,101855.79166666667
1863,90565.90166666667,101876.75166666668
1864,90584.32166666667,101937.96166666667
1865,90471.77166666667,101906.49166666667
1866,90565.87166666667,101899.68166666667
1867,90608.99166666667,101871.94166666667
1868,90610.72166666666,101857.63166666667
1869,90642.34166666667,101832.24166666667
1870,90630.22166666666,101901.88166666667
1871,90573.95166666668,101889.39166666668
1872,90528.58166666667,101737.80166666667
1873,90521.19166666667,101715.38166666667
1874,90611.29166666667,101725.12166666667
1875,90681.78166666668,101822.63166666667
1876,90698.56166666668,101838.74166666667
1877,90721.31166666668,101782.28166666668
1878,90692.01166666667,101885.53166666668
1879,90754.31166666668,101923.28166666668
1880,90751.73166666667,101956.48166666667
1881,90600.26166666667,101890.85166666667
1882,90566.97166666666,101865.96166666667
1883,90518.14166666668,101824.45166666668
1884,90506.55166666667,101872.56166666668
1885,90482.20166666668,101902.56166666668
1886,90387.79166666667,101959.99166666667
1887,90332.26166666667,101983.21166666667
1888,90303.58166666667,101933.83166666667
1889,90256.39166666668,101870.96166666667
1890,90213.46166666667,101910.30166666667
1891,90191.05166666667,101982.34166666667
1892,90134.02166666667,101981.80166666667
1893,90068.44166666667,102030.28166666668
1894,90029.83166666667,102009.29166666667
1895,89946.27166666667,102020.02166666667
1896,89965.08166666667,101927.02166666667
1897,89967.72166666666,101909.94166666667
1898,90001.82166666667,101794.85166666667
1899,89991.05166666667,101912.37166666667
1900,90013.63166666667,101978.61166666668
1901,90041.82166666667,101962.51166666667
1902,90127.33166666667,101908.34166666667
1903,90257.16166666667,101839.18166666667
1904,90435.98166666667,101739.17166666668
1905,90456.68166666667,101733.84166666667
1906,90539.13166666667,101647.60166666667
1907,90678.39166666668,101643.26166666667
1908,90732.94166666667,101643.12166666667
1909,90846.23166666667,101610.27166666667
1910,90962.03166666668,101610.34166666667
1911,90897.20166666668,101547.16166666667
1912,90927.25166666668,101474.71166666667
1913,90800.30166666667,101401.28166666668
1914,90658.97166666666,101278.90166666667
1915,90671.51166666667,101287.42166666668
1916,90606.40166666667,101172.04166666667
1917,90580.62166666667,101171.87166666667
1918,90528.77166666667,101075.39166666668
1919,90476.67166666668,101052.91166666667
1920,90540.04166666667,100928.58166666667
1921,90461.50166666668,100841.98166666667
1922,90346.45166666668,100848.67166666668
1923,90274.65166666667,100844.46166666667
1924,90230.03166666668,100916.11166666668
1925,90196.79166666667,100841.79166666667
1926,90193.22166666666,100801.34166666667
1927,90151.53166666668,100869.16166666667
1928,90090.23166666667,100975.28166666668
1929,90079.35166666667,100971.10166666667
1930,90021.33166666667,101016.54166666667
1931,89944.94166666667,101109.32166666667
1932,89948.58166666667,101124.58166666667
1933,89960.96166666667,101150.34166666667
1934,89955.97166666666,101179.64166666668
1935,89950.34166666667,101401.36166666668
1936,89997.00166666668,101463.16166666667
1937,90036.79166666667,101492.71166666667
1938,90142.01166666667,101536.32166666667
1939,90171.61166666668,101593.68166666667
1940,90271.26166666667,101504.85166666667
1941,90247.45166666668,101434.15166666667
1942,90256.41166666667,101516.31166666668
1943,90311.88166666667,101634.68166666667
1944,90419.62166666667,101745.87166666667
1945,90502.87166666667,101758.02166666667
1946,90629.18166666667,101879.78166666668
1947,90701.73166666667,101759.65166666667
1948,90758.76166666667,101908.67166666668
1949,90853.15166666667,101904.64166666668
1950,90874.67166666668,101961.86166666668
1951,90892.49166666667,102020.10166666667
1952,90940.33166666667,102085.49166666667
1953,90816.69166666667,101977.26166666667
1954,90766.78166666668,101913.62166666667
1955,90710.10166666667,101823.06166666668
1956,90570.42166666668,101835.70166666668
1957,90520.34166666667,101723.95166666668
1958,90579.87166666667,101652.02166666667
1959,90565.72166666666,101669.78166666668
1960,90653.27166666667,101563.12166666667
1961,90638.47166666666,101466.48166666667
1962,90612.90166666667,101457.56166666668
1963,90611.20166666668,101534.56166666668
1964,90684.06166666668,101538.78166666668
1965,90643.22166666666,101491.45166666668
1966,90530.10166666667,101529.00166666668
1967,90433.07166666667,101446.08166666667
1968,90414.04166666667,101390.65166666667
1969,90368.01166666667,101413.78166666668
1970,90406.90166666667,101442.08166666667
1971,90370.89166666668,101606.94166666667
1972,90396.17166666668,101636.02166666667
1973,90457.01166666667,101580.02166666667
1974,90453.55166666667,101590.93166666667
1975,90390.58166666667,101579.22166666666
1976,90436.51166666667,101530.11166666668
1977,90450.45166666668,101563.82166666667
1978,90326.95166666668,101552.89166666668
1979,90357.92166666668,101563.75166666668
1980,90296.66166666667,101512.33166666667
1981,90250.86166666668,101524.92166666668
1982,90359.79166666667,101705.60166666667
1983,90606.24166666667,101774.23166666667
1984,90592.40166666667,101714.77166666667
1985,90638.48166666667,101636.75166666668
1986,90647.01166666667,101602.27166666667
1987,90630.59166666667,101673.34166666667
1988,90673.24166666667,101659.81166666668
1989,90634.88166666667,101680.20166666668
1990,90675.54166666667,101643.68166666667
1991,90593.09166666667,101635.41166666667
1992,90462.65166666667,101681.69166666667
1993,90507.63166666667,101710.11166666668
1994,90505.28166666668,101708.65166666667
1995,90478.10166666667,101621.34166666667
1996,90414.37166666667,101587.16166666667
1997,90432.84166666667,101614.26166666667
1998,90401.85166666667,101672.45166666668
1999,90392.17166666668,101756.80166666667
2000,90361.12166666667,101708.94166666667
2001,90473.83166666667,101667.92166666668
2002,90483.00166666668,101747.54166666667
2003,90495.27166666667,101774.40166666667
2004,90436.22166666666,101697.41166666667
2005,90410.58166666667,101727.30166666667
2006,90463.31166666668,101760.47166666666
2007,90566.80166666667,101779.28166666668
2008,90552.56166666668,101751.11166666668
2009,90424.17166666668,101714.35166666667
2010,90376.56166666668,101748.61166666668
2011,90348.00166666668,101726.71166666667
2012,90512.59166666667,101662.25166666668
2013,90544.55166666667,101593.88166666667
2014,90602.81166666668,101711.65166666667
2015,90559.40166666667,101785.82166666667
2016,90592.55166666667,101733.13166666667
2017,90490.76166666667,101697.76166666667
2018,90451.64166666668,101688.39166666668
2019,90465.79166666667,101639.72166666666
2020,90545.35166666667,101615.73166666667
2021,90660.99166666667,101635.54166666667
2022,90705.39166666668,101640.15166666667
2023,90587.81166666668,101666.04166666667
2024,90543.31166666668,101637.70166666668
2025,90598.33166666667,101665.00166666668
2026,90618.12166666667,101697.84166666667
2027,90588.89166666668,101616.18166666667
2028,90528.86166666668,101514.09166666667
2029,90501.69166666667,101459.72166666666
2030,90456.25166666668,101469.24166666667
2031,90597.39166666668,101380.86166666668
2032,90658.64166666668,101353.02166666667
2033,90639.53166666668,101278.24166666667
2034,90625.42166666668,101350.63166666667
2035,90654.01166666667,101509.52166666667
2036,90624.82166666667,101545.31166666668
2037,90687.01166666667,101498.39166666668
2038,90685.25166666668,101385.73166666667
2039,90710.24166666667,101446.74166666667
2040,90632.47166666666,101397.75166666668
2041,90663.95166666668,101335.01166666667
2042,90715.84166666667,101338.86166666668
2043,90723.75166666668,101414.25166666668
2044,90742.35166666667,101450.45166666668
2045,90658.08166666667,101421.94166666667
2046,90606.81166666668,101460.64166666668
2047,90628.82166666667,101555.15166666667
2048,90539.60166666667,101622.25166666668
2049,90444.46166666667,101653.10166666667
2050,90484.19166666667,101661.01166666667
2051,90436.14166666668,101561.13166666667
2052,90463.98166666667,101429.53166666668
2053,90459.83166666667,101356.02166666667
2054,90522.01166666667,101444.04166666667
2055,90612.09166666667,101469.08166666667
2056,90708.76166666667,101395.34166666667
2057,90659.31166666668,101356.37166666667
2058,90563.81166666668,101351.45166666668
2059,90584.66166666667,101398.56166666668
2060,90635.46166666667,101469.61166666668
2061,90688.13166666667,101394.77166666667
2062,90725.27166666667,101459.59166666667
2063,90739.14166666668,101486.28166666668
2064,90634.05166666667,101593.26166666667
2065,90541.28166666668,101564.01166666667
2066,90519.43166666667,101631.21166666667
2067,90561.54166666667,101613.81166666668
2068,90560.74166666667,101669.51166666667
2069,90540.42166666668,101645.34166666667
2070,90439.81166666668,101596.77166666667
2071,90433.54166666667,101644.87166666667
2072,90490.65166666667,101567.79166666667
2073,90543.37166666667,101604.64166666668
2074,90470.61166666668,101624.33166666667
2075,90409.35166666667,101633.94166666667
2076,90342.63166666667,101642.37166666667
2077,90355.12166666667,101649.93166666667
2078,90409.07166666667,101600.99166666667
2079,90374.56166666668,101437.76166666667
2080,90359.48166666667,101506.19166666667
2081,90423.23166666667,101534.40166666667
2082,90459.13166666667,101604.68166666667
2083,90405.02166666667,101670.61166666668
2084,90589.47166666666,101605.49166666667
2085,90656.50166666668,101597.96166666667
2086,90590.24166666667,101584.92166666668
2087,90579.21166666667,101600.16166666667
2088,90498.93166666667,101547.45166666668
2089,90467.82166666667,101514.10166666667
2090,90418.07166666667,101567.45166666668
2091,90548.69166666667,101559.87166666667
2092,90510.72166666666,101555.84166666667
2093,90428.93166666667,101550.78166666668
2094,90414.70166666668,101605.94166666667
2095,90553.82166666667,101558.64166666668
2096,90598.79166666667,101595.39166666668
2097,90667.25166666668,101508.41166666667
2098,90621.36166666668,101473.73166666667
2099,90477.26166666667,101561.90166666667
2100,90900.43666666668,101533.07833333332
2101,90891.12666666668,101449.87833333333
2102,90957.04666666668,101455.25833333333
2103,91161.78666666667,101449.12833333333
2104,91195.23666666668,101462.49833333332
2105,91142.46666666667,101510.98833333333
2106,91074.17666666667,101483.42833333333
2107,91095.09666666666,101487.09833333333
2108,91105.50666666667,101495.86833333333
2109,91127.14666666667,101474.31833333333
2110,91166.57666666668,101448.85833333332
2111,91294.85666666667,101402.86833333333
2112,91270.20666666667,101357.86833333333
2113,91166.22666666667,101374.50833333333
2114,91223.65666666668,101426.47833333333
2115,91203.26666666668,101444.00833333333
2116,91225.65666666668,101406.25833333333
2117,91188.90666666668,101284.18833333332
2118,91165.86666666667,101356.23833333333
2119,91209.59666666666,101367.99833333332
2120,91273.75666666667,101308.40833333333
2121,91229.39666666667,101284.39833333333
2122,91219.41666666667,101324.98833333333
2123,91214.19666666667,101748.04833333332
2124,91230.73666666668,101780.05833333333
2125,91120.49666666667,101725.38833333332
2126,91100.84666666666,101766.35833333332
2127,91065.55666666667,101731.02833333334
2128,91021.68666666668,101602.53833333333
2129,91019.62666666668,101540.17833333333
2130,91090.97666666667,101529.42833333333
2131,91109.02666666667,101444.42833333333
2132,91121.69666666667,101521.16833333333
2133,91044.37666666668,101465.13833333332
2134,91016.44666666667,101402.30833333333
2135,91003.70666666667,101621.80833333333
2136,90962.64666666667,101532.86833333333
2137,90893.41666666667,101653.03833333333
2138,90840.69666666667,101587.20833333333
2139,90763.37666666668,101550.83833333333
2140,90611.92666666667,101593.05833333333
2141,90526.54666666668,101599.88833333332
2142,90481.06666666667,101443.38833333332
2143,90431.68666666668,101498.53833333333
2144,90479.85666666667,101519.90833333333
2145,90421.66666666667,101484.99833333332
2146,90437.53666666667,101511.06833333333
2147,90588.68666666668,101458.11833333333
2148,90644.30666666667,101403.04833333332
2149,90733.25666666667,101306.57833333332
2150,90773.49666666667,101287.26833333333
2151,90882.02666666667,101165.77833333334
2152,90848.80666666667,101129.94833333333
2153,90792.62666666668,100956.44833333333
2154,90754.24666666667,100915.42833333333
2155,90752.16666666667,100894.09833333333
2156,90841.48666666668,100987.06833333333
2157,90821.07666666668,101010.55833333333
2158,90872.75666666667,101031.86833333333
2159,90870.57666666668,101029.73833333333
2160,90882.81666666667,101202.35833333332
2161,90843.74666666667,101154.03833333333
2162,90832.20666666667,101168.61833333333
2163,90898.68666666668,101172.72833333333
2164,90933.41666666667,101224.34833333333
2165,90919.56666666667,101256.22833333333
2166,90958.00666666667,101287.82833333332
2167,90927.45666666667,101293.34833333333
2168,90970.41666666667,101295.50833333333
2169,91071.03666666667,101274.36833333333
2170,91083.00666666667,101274.20833333333
2171,91035.11666666667,101221.38833333332
2172,91018.32666666668,101243.60833333332
2173,90962.92666666667,101303.82833333332
2174,90911.39666666667,101401.97833333333
2175,90919.61666666667,101413.30833333333
2176,90830.94666666667,101364.45833333333
2177,90832.39666666667,101242.56833333333
2178,90922.08666666667,101252.83833333333
2179,90978.80666666667,101274.84833333333
2180,90906.85666666667,101163.40833333333
2181,90894.05666666667,101241.78833333333
2182,90888.10666666667,101307.98833333333
2183,90954.20666666667,101458.50833333333
2184,91007.88666666667,101506.39833333333
2185,90997.96666666667,101481.18833333332
2186,90978.65666666668,101409.84833333333
2187,90953.16666666667,101396.09833333333
2188,90963.79666666668,101403.82833333332
2189,91005.65666666668,101409.28833333333
2190,91063.41666666667,101422.52833333334
2191,91032.87666666668,101475.40833333333
2192,91046.18666666668,101512.70833333333
2193,91047.19666666667,101463.53833333333
2194,91112.52666666667,101405.24833333332
2195,91150.60666666667,101423.35833333332
2196,91179.77666666667,101361.17833333333
2197,91152.19666666667,101461.47833333333
2198,91142.56666666667,101479.72833333333
2199,91243.26666666668,101428.15833333333
2200,91291.18666666668,101274.34833333333
2201,91291.23666666668,101219.45833333333
2202,91289.65666666668,101293.27833333334
2203,91284.51666666668,101397.44833333333
2204,91290.82666666668,101412.92833333333
2205,91256.24666666667,101414.43833333332
2206,91273.93666666668,101365.73833333333
2207,91217.97666666667,101257.79833333332
2208,91199.55666666667,101379.17833333333
2209,91260.05666666667,101352.28833333333
2210,91242.45666666667,101416.62833333333
2211,91199.60666666667,101490.70833333333
2212,91180.65666666668,101507.27833333334
2213,91186.91666666667,101466.31833333333
2214,91118.02666666667,101537.85833333332
2215,91170.10666666667,101558.62833333333
2216,91208.02666666667,101624.36833333333
2217,91181.74666666667,101530.96833333332
2218,91179.23666666668,101479.04833333332
2219,91158.68666666668,101481.40833333333
2220,91056.72666666667,101481.71833333332
2221,91110.24666666667,101469.00833333333
2222,91148.19666666667,101374.37833333333
2223,91181.23666666668,101345.29833333332
2224,91077.28666666667,101346.06833333333
2225,91037.48666666668,101405.07833333332
2226,91053.36666666667,101511.49833333332
2227,91039.40666666668,101601.16833333333
2228,91062.68666666668,101542.72833333333
2229,91014.04666666668,101491.86833333333
2230,91003.30666666667,101540.15833333333
2231,91023.69666666667,101529.06833333333
2232,91005.51666666668,101552.21833333332
2233,90901.23666666668,101609.25833333333
2234,90899.56666666667,101645.03833333333
2235,90832.37666666668,101555.09833333333
2236,90762.04666666668,101578.39833333333
2237,90705.00666666667,101609.93833333332
2238,90674.76666666668,101585.42833333333
2239,90867.17666666667,101563.83833333333
2240,90979.72666666667,101499.57833333332
2241,90985.16666666667,101476.13833333332
2242,90953.48666666668,101474.74833333332
2243,90973.04666666668,101639.28833333333
2244,91081.94666666667,101743.71833333332
2245,91135.00666666667,101713.90833333333
2246,91111.32666666668,101807.86833333333
2247,91022.69666666667,101893.78833333333
2248,91012.12666666668,101937.18833333332
2249,91093.56666666667,101877.22833333333
2250,91081.11666666667,101876.03833333333
2251,91169.31666666667,101864.58833333333
2252,91216.52666666667,101942.19833333333
2253,91192.00666666667,101973.31833333333
2254,91126.61666666667,101968.37833333333
2255,90961.63666666667,101937.66833333333
2256,91019.45666666667,101771.28833333333
2257,91067.74666666667,101731.44833333333
2258,91140.46666666667,101741.37833333333
2259,91127.61666666667,101721.77833333334
2260,91072.56666666667,101710.80833333333
2261,90995.33666666667,101547.58833333333
2262,90954.48666666668,101454.34833333333
2263,90897.22666666667,101476.33833333333
2264,90974.41666666667,101463.82833333332
2265,91002.31666666667,101385.62833333333
2266,90983.01666666668,101402.86833333333
2267,90981.14666666667,101408.88833333332
2268,91013.71666666667,101436.48833333333
2269,91043.60666666667,101403.11833333333
2270,91002.85666666667,101470.58833333333
2271,90952.78666666667,101489.04833333332
2272,90998.83666666667,101478.82833333332
2273,90996.05666666667,101370.63833333332
2274,90967.55666666667,101333.73833333333
2275,90926.94666666667,101237.15833333333
2276,90914.01666666668,101232.76833333333
2277,90914.18666666668,101242.30833333333
2278,90824.11666666667,101250.95833333333
2279,90888.70666666667,101291.23833333333
2280,90991.01666666668,101287.87833333333
2281,90937.14666666667,101202.35833333332
2282,90925.07666666668,101208.25833333333
2283,90801.79666666668,101243.13833333332
2284,90757.32666666668,101270.61833333333
2285,90737.67666666667,101372.22833333333
2286,90709.51666666668,101480.36833333333
2287,90670.69666666667,101552.94833333333
2288,90675.85666666667,101538.55833333333
2289,90633.67666666667,101596.53833333333
2290,90655.44666666667,101662.33833333333
2291,90698.53666666667,101670.38833333332
2292,90697.82666666668,101659.72833333333
2293,90685.99666666667,101717.75833333333
2294,90673.00666666667,101628.11833333333
2295,90642.71666666667,101608.90833333333
2296,90603.33666666667,101453.47833333333
2297,90666.37666666668,101426.25833333333
2298,90632.73666666668,101409.79833333332
2299,90708.84666666666,101443.78833333333
2300,90766.33666666667,101545.69833333333
2301,90844.78666666667,101433.09833333333
2302,90885.62666666668,101496.34833333333
2303,91031.70666666667,101606.76833333333
2304,91039.07666666668,101710.49833333332
2305,91047.12666666668,101716.88833333332
2306,91089.79666666668,101790.48833333333
2307,91052.39666666667,101939.64833333333
2308,91113.15666666668,101951.90833333333
2309,91029.61666666667,101930.52833333334
2310,91072.84666666666,101938.77833333334
2311,91026.74666666667,101893.13833333332
2312,91086.31666666667,101977.82833333332
2313,91140.52666666667,101947.29833333332
2314,91183.29666666668,101874.69833333333
2315,91217.67666666667,101906.43833333332
2316,91194.62666666668,101821.06833333333
2317,91160.05666666667,101735.49833333332
2318,91196.18666666668,101732.22833333333
2319,91139.07666666668,101698.12833333333
2320,91107.18666666668,101780.18833333332
2321,91061.47666666667,101737.68833333332
2322,90990.37666666668,101694.33833333333
2323,90928.51666666668,101636.60833333332
2324,90874.42666666667,101689.68833333332
2325,90876.11666666667,101636.63833333332
2326,90919.94666666667,101595.00833333333
2327,90898.75666666667,101578.64833333333
2328,90875.55666666667,101603.83833333333
2329,90877.38666666667,101610.19833333333
2330,90883.05666666667,101643.19833333333
2331,90934.22666666667,101568.51833333333
2332,90918.93666666668,101583.28833333333
2333,91012.36666666667,101589.96833333332
2334,91091.88666666667,101687.61833333333
2335,90989.03666666667,101825.81833333333
2336,90944.82666666668,101813.30833333333
2337,90896.48666666668,101691.19833333333
2338,90908.14666666667,101701.64833333333
2339,90949.60666666667,101617.18833333332
2340,90975.73666666668,101612.16833333333
2341,91020.57666666668,101586.69833333333
2342,91017.52666666667,101534.64833333333
2343,90973.18666666668,101508.94833333333
2344,90929.68666666668,101491.96833333332
2345,90835.82666666668,101534.81833333333
2346,90818.84666666666,101520.36833333333
2347,90833.36666666667,101571.21833333332
2348,90850.42666666667,101523.18833333332
2349,90854.53666666667,101461.58833333333
2350,90863.95666666667,101428.08833333333
2351,90932.46666666667,101415.78833333333
2352,90889.23666666668,101418.16833333333
2353,90850.58666666667,101431.87833333333
2354,90875.98666666668,101396.46833333332
2355,90869.05666666667,101435.84833333333
2356,90757.81666666667,101392.94833333333
2357,90773.87666666668,101377.23833333333
2358,90833.04666666668,101367.18833333332
2359,90982.46666666667,101343.67833333333
2360,91035.39666666667,101365.99833333332
2361,90987.53666666667,101376.12833333333
2362,90856.72666666667,101464.96833333332
2363,90829.54666666668,101605.31833333333
2364,90785.64666666667,101623.73833333333
2365,90868.91666666667,101511.18833333332
2366,90897.80666666667,101605.28833333333
2367,90865.01666666668,101648.40833333333
2368,90812.71666666667,101650.13833333332
2369,90893.31666666667,101681.75833333333
2370,90848.98666666668,101669.63833333332
2371,90768.18666666668,101613.36833333333
2372,90814.66666666667,101567.99833333332
2373,90802.74666666667,101560.60833333332
2374,90798.58666666667,101650.70833333333
2375,90811.64666666667,101721.19833333333
2376,90847.07666666668,101737.97833333333
2377,90782.60666666667,101760.72833333333
2378,90774.96666666667,101731.42833333333
2379,90864.62666666668,101793.72833333333
2380,90868.53666666667,101791.14833333333
2381,90858.96666666667,101639.67833333333
2382,90821.91666666667,101606.38833333332
2383,90868.67666666667,101557.55833333333
2384,90873.88666666667,101545.96833333332
2385,90910.87666666668,101521.61833333333
2386,90937.27666666667,101427.20833333333
2387,90964.77666666667,101371.67833333333
2388,90955.89666666667,101342.99833333332
2389,90997.49666666667,101295.80833333333
2390,90919.52666666667,101252.87833333333
2391,90921.14666666667,101230.46833333332
2392,90945.76666666668,101173.43833333332
2393,90920.57666666668,101107.85833333332
2394,90884.23666666668,101069.24833333332
2395,90894.38666666667,100985.68833333332
2396,90844.61666666667,101004.49833333332
2397,90831.42666666667,101007.13833333332
2398,90867.07666666668,101041.23833333333
2399,90764.52666666667,101030.46833333332
2400,91367.46166666667,101021.88166666667
2401,91389.68166666667,101050.07166666667
